what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.subclipse.core,1.4.1,org.tigris.subversion.subclipse.core,1216816538625
started,bundle,org.tigris.subversion.subclipse.ui,1.4.1,org.tigris.subversion.subclipse.ui,1216816538625
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1216816538656
started,bundle,org.eclipse.jst.servlet.ui,1.1.200.v200805150230,org.eclipse.jst.servlet.ui,1216816539343
started,bundle,org.jboss.ide.eclipse.core,2.1.1.GA,org.jboss.ide.eclipse.core,1216816539421
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1216816539531
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1216816540328
started,bundle,org.hibernate.eclipse.jdt.ui,3.2.3.GA,org.hibernate.eclipse.jdt.ui,1216816540875
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1216816541031
started,bundle,org.hibernate.eclipse,3.2.3.GA,org.hibernate.eclipse,1216816541515
started,bundle,org.hibernate.eclipse.console,3.2.3.GA,org.hibernate.eclipse.console,1216816541796
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080513-1235,org.eclipse.jdt.apt.core,1216816541812
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1216816541906
started,bundle,org.eclipse.jst.jsp.core,1.2.100.v200806050300,org.eclipse.jst.jsp.core,1216816545515
activated,view,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui.ServersView,1216816551484
executed,command,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.debug,1216816553000
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.100.v20080528,org.eclipse.jst.server.tomcat.ui,1216816553187
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1216816553515
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1216816553687
started,bundle,org.jboss.ide.eclipse.freemarker,1.0.1.GA,org.jboss.ide.eclipse.freemarker,1216816554078
started,bundle,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui,1216816554156
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216816556906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216816560828
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1216816561390
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1216816561421
